CHEM_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,Est_Itest,SE_Itest,P_Itest,Est_Mtest,SE_Mtest,P_Mtest,Est_IMtest,SE_IMtest,P_IMtest,Est_I,SE_I,P_I,Est_M,SE_M,P_M,Est_IM,SE_IM,P_IM
181,laurate (12:0),Lipid,Medium Chain Fatty Acid,0.300303096,0.051186674,5.05E-09,0.639711037,0.056236843,3.00E-29,0.339407941,0.066212606,3.19E-07,0.323764111,0.032335905,2.10E-23,0.552149411,0.037893698,3.02E-47,0.2283853,0.043802916,1.91E-07
209,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing",0.181187747,0.052384804,0.000551946,0.510685037,0.057553183,1.35E-18,0.32949729,0.067762449,1.23E-06,0.196562345,0.034969277,1.99E-08,0.508817905,0.040979687,6.02E-35,0.312255561,0.047370139,4.74E-11
278,cysteinylglycine,Amino Acid,Glutathione Metabolism,0.512481969,0.05032207,6.99E-24,0.207756598,0.055286935,0.000175451,-0.304725371,0.065094196,3.01E-06,0.488777758,0.033802892,1.45E-46,0.283938666,0.039612827,8.59E-13,-0.204839091,0.045790129,7.85E-06
358,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.523346113,0.052813794,1.02E-22,-0.242053577,0.058024498,3.13E-05,0.281292536,0.06831737,3.96E-05,-0.519667553,0.034054776,1.47E-51,-0.234517215,0.039908003,4.43E-09,0.285150338,0.046131335,6.80E-10
445,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",-0.258129923,0.053596472,1.55E-06,0.180968248,0.058884396,0.002140661,0.439098172,0.069329805,2.85E-10,-0.297366885,0.034287546,5.43E-18,0.198957536,0.040180781,7.57E-07,0.496324421,0.046446651,2.11E-26
452,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,-0.141210716,0.05000578,0.004783104,0.218934718,0.05493944,6.95E-05,0.360145434,0.064685059,2.86E-08,-0.15723616,0.031614211,6.77E-07,0.204757269,0.037047962,3.41E-08,0.361993429,0.042825294,3.57E-17
561,glutamate,Amino Acid,Glutamate Metabolism,0.149182573,0.04964826,0.002684763,0.345732034,0.054546646,2.76E-10,0.196549461,0.064222588,0.002234231,0.22644734,0.03227587,2.55E-12,0.427072697,0.037823345,2.96E-29,0.200625356,0.043721591,4.56E-06
803,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.875462686,0.053331512,1.63E-57,0.552153831,0.058593294,9.79E-21,-0.323308855,0.068987064,2.93E-06,0.763293619,0.033013439,4.07E-113,0.532600267,0.038687685,1.92E-42,-0.230693352,0.044720718,2.57E-07
821,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.617195937,0.050410679,1.72E-33,0.344091913,0.055384287,6.10E-10,-0.273104023,0.065208817,2.91E-05,0.621431109,0.032565298,9.71E-79,0.310802066,0.038162519,4.65E-16,-0.310629043,0.044113657,2.13E-12
1022,picolinate,Amino Acid,Tryptophan Metabolism,-0.594792182,0.051197592,2.09E-30,-0.151426128,0.056248838,0.007149512,0.443366054,0.066226729,2.67E-11,-0.63498254,0.033272372,9.40E-79,-0.279902519,0.038991123,7.94E-13,0.355080021,0.045071475,3.95E-15
1140,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,0.323298001,0.053258602,1.48E-09,-0.227429977,0.05851319,0.000104282,-0.550727978,0.068892752,2.00E-15,0.191064934,0.034187061,2.39E-08,-0.234701701,0.040063025,4.94E-09,-0.425766635,0.046310532,5.22E-20
1221,creatine,Amino Acid,Creatine Metabolism,-0.634671709,0.047981774,1.27E-38,-0.216112428,0.052715742,4.27E-05,0.418559281,0.062066903,1.92E-11,-0.573027255,0.031018999,4.77E-74,-0.165249063,0.036350447,5.58E-06,0.407778192,0.042019007,4.27E-22
1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,0.765319713,0.050218813,3.70E-50,0.186678113,0.05517349,0.000727078,-0.5786416,0.064960628,9.98E-19,0.665735703,0.032334413,6.59E-91,0.182665784,0.03789195,1.47E-06,-0.483069919,0.043800894,5.33E-28
1242,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.490567946,0.051064834,1.79E-21,0.319896179,0.056102982,1.33E-08,-0.170671767,0.066055,0.009830119,0.406706697,0.033655921,3.25E-33,0.19566534,0.039440595,7.22E-07,-0.211041357,0.045591038,3.76E-06
1342,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,0.838741168,0.047635699,2.07E-65,0.326412663,0.052335522,5.25E-10,-0.512328505,0.061619237,1.51E-16,0.906644615,0.031919004,4.32E-166,0.309299845,0.037405142,1.67E-16,-0.59734477,0.043238174,1.00E-42
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),-0.213297046,0.055824315,0.000136315,0.217897534,0.061332041,0.000388471,0.43119458,0.072211634,2.70E-09,-0.220646587,0.033935744,8.61E-11,0.264450629,0.039768512,3.21E-11,0.485097216,0.045970092,8.55E-26
1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,-0.184166695,0.055302633,0.000880906,0.322496299,0.060758889,1.21E-07,0.506662993,0.071536811,1.84E-12,-0.21586893,0.034969874,7.16E-10,0.19965485,0.040980386,1.13E-06,0.415523779,0.047370948,2.29E-18
100000054,5-hydroxylysine,Amino Acid,Lysine Metabolism,0.670869267,0.052906704,1.00E-35,0.494652439,0.058126574,3.00E-17,-0.176216828,0.068437554,0.010086762,0.763485826,0.032612262,8.44E-116,0.553757006,0.038217555,9.50E-47,-0.209728819,0.044177275,2.11E-06
100000611,1-palmityl-GPC (O-16:0),Lipid,Lysoplasmalogen,-0.87083339,0.051792628,4.18E-60,-0.458099209,0.056902581,1.28E-15,0.412734181,0.066996439,8.46E-10,-0.857717424,0.032272117,8.20E-147,-0.452191237,0.037818947,1.47E-32,0.405526188,0.043716507,2.44E-20
100000665,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.659631385,0.049897857,1.40E-38,-0.262589147,0.054820868,1.77E-06,0.397042238,0.064545454,8.95E-10,-0.747143802,0.032418305,1.94E-112,-0.249818965,0.037990261,5.27E-11,0.497324837,0.043914537,2.04E-29
100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),0.578707296,0.052851633,2.85E-27,0.368882931,0.05806607,2.51E-10,-0.209824366,0.068366317,0.002170586,0.703091036,0.033445646,1.50E-94,0.427762448,0.039194178,1.85E-27,-0.275328588,0.045306195,1.30E-09
100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,-0.535470786,0.042796273,7.40E-35,-0.29010209,0.04701863,7.98E-10,0.245368696,0.05535919,9.74E-06,-0.611239344,0.028094557,7.02E-101,-0.305111823,0.032923361,2.65E-20,0.306127521,0.038057494,1.05E-15
100001055,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.757680922,0.052431739,1.79E-45,-0.318294229,0.057604747,3.64E-08,0.439386692,0.067823161,1.12E-10,-0.716635659,0.032553951,3.86E-103,-0.377906233,0.038149222,6.01E-23,0.338729425,0.044098286,1.84E-14
100001197,10-undecenoate (11:1n1),Lipid,Medium Chain Fatty Acid,-0.132619038,0.052131917,0.011023184,-0.545990313,0.057275345,3.57E-21,-0.413371275,0.067435326,1.02E-09,-0.248504312,0.033771211,2.12E-13,-0.529905173,0.0395757,2.81E-40,-0.281400862,0.045747212,8.21E-10
100001211,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",-0.131798702,0.052836999,0.01268146,0.300835051,0.058049992,2.37E-07,0.432633753,0.068347387,2.91E-10,-0.155385495,0.033734656,4.19E-06,0.262974922,0.039532862,3.16E-11,0.418360418,0.045697694,7.44E-20
100001247,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",-0.501941529,0.052449187,2.52E-21,-0.171537492,0.057623917,0.002941024,0.330404037,0.067845732,1.19E-06,-0.670108551,0.03406992,2.23E-83,-0.321930862,0.039925751,8.98E-16,0.348177689,0.046151851,5.27E-14
100001251,decanoylcarnitine (C10),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",-0.439985865,0.053578254,3.49E-16,-0.116230745,0.05886438,0.048431945,0.32375512,0.069306238,3.15E-06,-0.582888743,0.03439347,6.84E-63,-0.255326595,0.040304911,2.56E-10,0.327562147,0.046590138,2.30E-12
100001256,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,0.516986639,0.049465986,4.85E-25,0.240746438,0.054346388,9.85E-06,-0.276240201,0.063986807,1.64E-05,0.46903454,0.031865783,3.70E-48,0.173161126,0.037342773,3.61E-06,-0.295873414,0.043166078,7.92E-12
100001383,1-myristoyl-GPC (14:0),Lipid,Lysophospholipid,0.429127541,0.053331139,1.32E-15,0.278352953,0.058592885,2.15E-06,-0.150774588,0.068986583,0.028942526,0.571241104,0.034316244,8.64E-61,0.340827329,0.040214412,2.96E-17,-0.230413775,0.046485526,7.38E-07
100001391,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",-0.678991629,0.051026725,4.74E-39,-0.206282736,0.056061113,0.000238665,0.472708893,0.066005704,1.05E-12,-0.726363688,0.032779753,2.00E-104,-0.281601157,0.038413834,2.61E-13,0.444762531,0.044404163,2.02E-23
100001395,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid,-0.538577633,0.052510669,3.41E-24,-0.281965556,0.057691466,1.09E-06,0.256612077,0.067925262,0.000161976,-0.442267102,0.033691128,8.40E-39,-0.20578676,0.039481853,1.93E-07,0.236480342,0.045638731,2.28E-07
100001425,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.615300142,0.054230327,4.12E-29,0.224266903,0.059580788,0.000171116,-0.391033239,0.070149729,2.76E-08,0.6264555,0.034240095,1.05E-72,0.237881171,0.040125174,3.24E-09,-0.388574329,0.046382372,6.73E-17
100001540,glutamine_degradant*,Partially Characterized Molecules,Partially Characterized Molecules,0.567955967,0.041023485,5.14E-42,0.19867631,0.045070935,1.09E-05,-0.369279657,0.053065996,4.39E-12,0.560507373,0.02625266,2.33E-97,0.156541935,0.030764884,3.73E-07,-0.403965438,0.03556242,1.39E-29
100001550,homostachydrine*,Xenobiotics,Food Component/Plant,1.67945593,0.042861378,8.44E-261,0.61624066,0.047090159,7.24E-38,-1.06321527,0.055443406,1.91E-76,1.654162086,0.027029364,0,0.55231638,0.031675086,2.24E-66,-1.101845706,0.03661456,9.33E-185
100001551,1-arachidonoyl-GPC (20:4n6)*,Lipid,Lysophospholipid,0.25835597,0.052258153,8.18E-07,-0.505831408,0.057414036,2.33E-18,-0.764187378,0.06759862,6.45E-29,0.234066749,0.033496344,3.11E-12,-0.542831623,0.03925359,8.36E-43,-0.776898372,0.045374871,4.03E-64
100001552,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,Lipid,Lysophospholipid,0.792751574,0.051367825,2.45E-51,0.414402911,0.056435866,2.84E-13,-0.378348663,0.066446934,1.39E-08,0.823423869,0.032598566,1.60E-133,0.353580335,0.038201504,2.95E-20,-0.469843533,0.044158722,3.42E-26
100001553,1-dihomo-linoleoyl-GPC (20:2)*,Lipid,Lysophospholipid,-0.63919905,0.052367741,2.66E-33,-0.454950417,0.057534436,3.95E-15,0.184248633,0.067740377,0.006576107,-0.615530995,0.033696432,1.73E-72,-0.412529844,0.039488068,2.56E-25,0.203001151,0.045645915,8.86E-06
100001554,2-arachidonoyl-GPC (20:4)*,Lipid,Lysophospholipid,0.229058896,0.054898883,3.12E-05,-0.38559413,0.060315304,1.94E-10,-0.614653026,0.07101454,8.78E-18,0.200887434,0.036218664,3.05E-08,-0.25379601,0.042443814,2.37E-09,-0.454683444,0.049062586,2.65E-20
100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,Lysophospholipid,-0.745181919,0.049980733,3.58E-48,-0.35442119,0.054911922,1.31E-10,0.390760729,0.06465266,1.73E-09,-0.827976396,0.033330044,2.01E-129,-0.332576931,0.039058707,2.11E-17,0.495399466,0.045149598,9.82E-28
100001571,1-arachidonoyl-GPE (20:4n6)*,Lipid,Lysophospholipid,0.25325111,0.054285596,3.25E-06,-0.182864489,0.05964151,0.002192825,-0.436115599,0.070221222,6.19E-10,0.2873946,0.034167568,5.07E-17,-0.26871067,0.040040182,2.12E-11,-0.55610527,0.046284126,7.38E-33
100001668,1-ribosyl-imidazoleacetate*,Amino Acid,Histidine Metabolism,0.621082909,0.046489917,2.45E-39,0.311106361,0.051076695,1.30E-09,-0.309976548,0.060137108,2.75E-07,0.665961001,0.031794207,6.60E-94,0.354432489,0.037258895,2.67E-21,-0.311528512,0.04306912,5.34E-13
100001674,2-arachidonoyl-GPE (20:4)*,Lipid,Lysophospholipid,0.111825918,0.054846204,0.041567858,-0.1856941,0.060257429,0.002081405,-0.297520019,0.070946398,2.84E-05,0.169571505,0.034242692,7.56E-07,-0.182660994,0.040128219,5.43E-06,-0.352232498,0.046385892,3.62E-14
100001710,leucylleucine,Peptide,Dipeptide,0.357104334,0.052405564,1.19E-11,0.589732943,0.05757599,3.91E-24,0.232628609,0.067789303,0.000609952,0.334056759,0.033807754,7.67E-23,0.600465449,0.039618524,6.72E-51,0.26640869,0.045796714,6.31E-09
100001743,tryptophan betaine,Amino Acid,Tryptophan Metabolism,1.117210367,0.04871927,1.58E-105,0.23667231,0.053526,1.02E-05,-0.880538057,0.063020892,9.86E-43,1.212603481,0.031320237,2.75E-291,0.232834535,0.036703461,2.42E-10,-0.979768946,0.04242707,7.31E-113
100001757,thymol sulfate,Xenobiotics,Food Component/Plant,0.744379615,0.05218339,2.13E-44,0.20298322,0.057331896,0.000406873,-0.541396395,0.06750191,1.62E-15,0.802697138,0.033319394,3.42E-122,0.286399206,0.039046227,2.53E-13,-0.516297932,0.045135172,5.67E-30
100001869,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC),0.604257575,0.052854949,1.61E-29,-0.42325084,0.058069713,4.21E-13,-1.027508415,0.068370607,6.95E-49,0.527832067,0.033073018,3.98E-56,-0.503949868,0.038757504,4.11E-38,-1.031781935,0.044801425,2.76E-112
100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),-0.595159501,0.054860903,8.24E-27,-0.191193352,0.060273578,0.001532299,0.403966149,0.070965411,1.40E-08,-0.534481526,0.032614208,5.15E-59,-0.219875261,0.038219835,9.23E-09,0.314606264,0.044179911,1.20E-12
100001956,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.218056541,0.053828258,5.26E-05,-0.155515277,0.05913905,0.00860098,-0.373571818,0.069629631,8.85E-08,0.25051771,0.034533828,4.58E-13,-0.206227583,0.040469393,3.58E-07,-0.456745294,0.04678027,2.41E-22
100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,Lysophospholipid,-0.689961408,0.049369439,9.44E-43,-0.127761857,0.054240316,0.01857784,0.56219955,0.063861918,2.47E-18,-0.733186923,0.032626516,3.20E-107,-0.169864279,0.038234259,9.05E-06,0.563322645,0.044196584,1.04E-36
100002094,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,-0.438848543,0.053946562,6.50E-16,0.206454696,0.059269026,0.000503923,0.645303239,0.069782664,4.88E-20,-0.348388484,0.034487941,8.60E-24,0.278278812,0.040415619,6.38E-12,0.626667295,0.04671811,2.05E-40
100002126,16alpha-hydroxy DHEA 3-sulfate,Lipid,Androgenic Steroids,-0.209295448,0.050545412,3.58E-05,0.342119748,0.055532313,8.45E-10,0.551415197,0.065383101,5.66E-17,-0.213083969,0.033694868,2.74E-10,0.316758827,0.039486236,1.25E-15,0.529842796,0.045643796,8.31E-31
100002152,andro steroid monosulfate C19H28O6S (1)*,Lipid,Androgenic Steroids,-0.194970594,0.050903152,0.000131261,0.365355615,0.055925348,7.83E-11,0.560326209,0.065845856,3.00E-17,-0.23670706,0.034210482,5.04E-12,0.30485849,0.040090472,3.33E-14,0.54156555,0.046342259,3.40E-31
100002466,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,0.833781171,0.0495933,4.27E-60,0.509694192,0.054486264,1.84E-20,-0.324086979,0.064151495,4.70E-07,0.699133198,0.032583659,2.84E-98,0.491535751,0.038184036,2.12E-37,-0.207597447,0.044138529,2.62E-06
100002796,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,-0.488815207,0.051845031,9.36E-21,-0.169136336,0.056960155,0.003013168,0.31967887,0.067064225,1.98E-06,-0.684853528,0.033915165,1.24E-87,-0.318224466,0.039744396,1.42E-15,0.366629063,0.045942216,1.75E-15
100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen,-0.526398275,0.053835936,3.57E-22,-0.298403406,0.059147486,4.87E-07,0.227994868,0.069639564,0.001075491,-0.510458866,0.034097192,9.99E-50,-0.29069763,0.03995771,3.93E-13,0.219761236,0.046188794,2.00E-06
100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,-0.837479585,0.050219929,3.32E-59,-0.305154519,0.055174717,3.53E-08,0.532325065,0.064962072,4.02E-16,-0.875498633,0.033314797,9.24E-144,-0.258716249,0.03904084,3.75E-11,0.616782384,0.045128945,7.27E-42
100003695,mannonate*,Xenobiotics,Food Component/Plant,0.89159478,0.051862234,1.32E-62,0.511690735,0.056979055,5.27E-19,-0.379904045,0.067086478,1.66E-08,0.665362111,0.032295865,5.13E-91,0.416603349,0.037846776,6.70E-28,-0.248758762,0.043748677,1.36E-08
100004208,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,0.482371663,0.050449488,2.73E-21,0.228933123,0.055426925,3.74E-05,-0.25343854,0.065259018,0.000105672,0.507105032,0.033087335,5.51E-52,0.179745731,0.038774282,3.64E-06,-0.327359301,0.04482082,3.18E-13
100004542,2-aminoheptanoate,Lipid,"Fatty Acid, Amino",1.160550449,0.047020991,3.16E-120,0.580479665,0.051660166,1.35E-28,-0.580070784,0.060824081,3.44E-21,1.219240329,0.030308661,1.23254238758215e-311,0.54523466,0.035518019,3.83E-52,-0.674005669,0.041056768,3.29E-59
100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,-0.787007254,0.051575818,2.81E-50,-0.476272761,0.05666438,7.17E-17,0.310734493,0.066715983,3.37E-06,-0.881738247,0.033251256,3.41E-146,-0.418787639,0.038966378,1.10E-26,0.462950609,0.045042871,1.45E-24
100005384,O-sulfo-tyrosine,Xenobiotics,Chemical,0.629151613,0.051564201,2.81E-33,0.422083229,0.056651617,1.28E-13,-0.207068384,0.066700956,0.001928395,0.630133789,0.033031231,1.08E-78,0.293978299,0.038708535,3.59E-14,-0.33615549,0.04474482,6.69E-14
100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingomyelins,-0.32341796,0.052595367,9.08E-10,-0.113336757,0.057784519,0.049949851,0.210081203,0.068034823,0.002038851,-0.487678587,0.033145817,4.03E-48,-0.196051336,0.038842816,4.62E-07,0.291627251,0.044900041,9.01E-11
100006129,vanillactate,Amino Acid,Tyrosine Metabolism,0.599789507,0.049184411,3.03E-33,0.33431455,0.054037033,7.18E-10,-0.265474957,0.063622576,3.12E-05,0.606087128,0.031533552,8.08E-80,0.32958346,0.03695344,6.25E-19,-0.276503667,0.042716032,1.04E-10
100006171,eugenol sulfate,Xenobiotics,Food Component/Plant,0.649457893,0.052745405,7.66E-34,0.451506203,0.057949361,9.74E-15,-0.19795169,0.068228905,0.003749685,0.748916194,0.033080745,1.00E-108,0.504159068,0.038766559,3.99E-38,-0.244757126,0.044811892,4.91E-08
100006361,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,0.624021148,0.050162314,1.73E-34,0.297235611,0.055111417,7.58E-08,-0.326785537,0.064887543,5.10E-07,0.627130962,0.032988194,3.53E-78,0.25615613,0.038658101,3.76E-11,-0.370974832,0.044686521,1.27E-16
100006379,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,0.678696796,0.048874973,3.00E-42,0.552917871,0.053697065,2.28E-24,-0.125778925,0.063222302,0.046761001,0.675769573,0.032262111,6.57E-94,0.457990306,0.037807221,2.29E-33,-0.217779267,0.043702953,6.44E-07
100008914,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,Phosphatidylcholine (PC),0.487659065,0.05432377,5.44E-19,-0.33886209,0.05968345,1.53E-08,-0.826521155,0.070270601,4.19E-31,0.38085145,0.033822664,4.18E-29,-0.433569608,0.039635997,1.41E-27,-0.814421058,0.045816912,7.72E-69
100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,Phosphatidylcholine (PC),-0.771159901,0.049392048,1.91E-52,-0.298428649,0.054265156,4.21E-08,0.472731253,0.063891165,1.88E-13,-0.916694565,0.032735383,9.01E-162,-0.297398829,0.038361837,1.06E-14,0.619295736,0.044344057,1.32E-43
100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,Phosphatidylcholine (PC),-0.407612443,0.049853628,4.66E-16,-0.178919481,0.054772276,0.001103563,0.228692962,0.064488243,0.000398097,-0.543554045,0.033534771,8.49E-58,-0.19027684,0.039298622,1.32E-06,0.353277205,0.045426926,8.77E-15
100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,Plasmalogen,-0.808949727,0.051670335,1.03E-52,-0.364042903,0.056768223,1.71E-10,0.444906824,0.066838247,3.45E-11,-0.814149667,0.032817032,4.22E-129,-0.365324156,0.038457521,3.03E-21,0.448825511,0.044454662,9.09E-24
100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,Plasmalogen,-0.339263887,0.05192181,7.77E-11,-0.568797731,0.057044509,5.59E-23,-0.229533844,0.067163543,0.000642292,-0.393609499,0.03410642,1.79E-30,-0.648588357,0.039968524,6.33E-58,-0.254978858,0.046201294,3.56E-08
100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,Sphingomyelins,-0.421475237,0.051697923,5.63E-16,-0.168081926,0.056798532,0.003113489,0.253393311,0.066873933,0.000154849,-0.532121687,0.031894592,4.76E-61,-0.217438288,0.037376534,6.30E-09,0.314683399,0.043205103,3.70E-13
100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),0.156976314,0.055018575,0.004365368,0.465510192,0.060446806,1.95E-14,0.308533878,0.071169368,1.52E-05,0.1653102,0.034480751,1.67E-06,0.435432074,0.040407194,8.09E-27,0.270121874,0.046708371,7.72E-09
100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,Phosphatidylcholine (PC),1.011861359,0.05929381,5.67E-61,0.450585896,0.062493892,7.96E-13,-0.561275463,0.07512029,1.19E-13,1.006229867,0.037258678,4.76E-149,0.440521448,0.042571678,8.09E-25,-0.565708419,0.049751428,1.47E-29
100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,-0.906002909,0.050045893,8.02E-69,-0.477833007,0.05498351,6.51E-18,0.428169902,0.064736947,4.58E-11,-0.965165138,0.032587536,2.02E-179,-0.537679053,0.03818858,2.79E-44,0.427486085,0.044143781,5.21E-22
